Record Length,2500,Points,13.9999993E-6,204.00001109E-3,,Record Length,2500,Points,13.9999993E-6,244.00001764E-3,
Sample Interval,39.99999976E-9,s,14.0399989E-6,208.00000429E-3,,Sample Interval,39.99999976E-9,s,14.0399989E-6,244.00001764E-3,
Trigger Point,-349.99998419,Samples,14.0799993E-6,212.00001240E-3,,Trigger Point,-349.99998419,Samples,14.0799993E-6,248.00001085E-3,
,,,14.1199989E-6,208.00000429E-3,,,,,14.1199989E-6,252.00000405E-3,
,,,14.1599994E-6,216.00000560E-3,,,,,14.1599994E-6,252.00000405E-3,
,,,14.1999990E-6,220.00001371E-3,,,,,14.1999990E-6,252.00000405E-3,
Source,CH1,,14.2399995E-6,220.00001371E-3,,Source,CH2,,14.2399995E-6,260.00002027E-3,
Vertical Units,Volts,,14.2799990E-6,228.00001502E-3,,Vertical Units,Volts,,14.2799990E-6,256.00001216E-3,
Vertical Scale,100.0000047E-3,,14.3199995E-6,220.00001371E-3,,Vertical Scale,100.0000047E-3,,14.3199995E-6,260.00002027E-3,
Vertical Offset,0,,14.3599991E-6,224.00000691E-3,,Vertical Offset,0,,14.3599991E-6,260.00002027E-3,
Horizontal Units,s,,14.3999996E-6,224.00000691E-3,,Horizontal Units,s,,14.3999996E-6,263.99999857E-3,
Horizontal Scale,9.999999939E-6,,14.4399992E-6,228.00001502E-3,,Horizontal Scale,9.999999939E-6,,14.4399992E-6,268.00000668E-3,
Pt Fmt,Y,,14.4799997E-6,228.00001502E-3,,Pt Fmt,Y,,14.4799997E-6,263.99999857E-3,
Yzero,80.000000000E-3,,14.5199992E-6,232.00000823E-3,,Yzero,0.0,,14.5199992E-6,263.99999857E-3,
Probe Atten,1.000000,,14.5599997E-6,236.00001633E-3,,Probe Atten,1.000000,,14.5599997E-6,263.99999857E-3,
,,,14.5999993E-6,236.00001633E-3,,,,,14.5999993E-6,268.00000668E-3,
Note,TDS 1001B - 10:31:32   14/05/2025,,14.6399989E-6,236.00001633E-3,,Note,TDS 1001B - 10:31:32   14/05/2025,,14.6399989E-6,276.00002289E-3,
,,,14.6799994E-6,232.00000823E-3,,,,,14.6799994E-6,272.00001478E-3,
,,,14.7199989E-6,240.00000954E-3,,,,,14.7199989E-6,272.00001478E-3,
,,,14.7599994E-6,240.00000954E-3,,,,,14.7599994E-6,268.00000668E-3,
,,,14.7999990E-6,248.00001085E-3,,,,,14.7999990E-6,276.00002289E-3,
,,,14.8399995E-6,252.00000405E-3,,,,,14.8399995E-6,280.00000119E-3,
,,,14.8799991E-6,252.00000405E-3,,,,,14.8799991E-6,280.00000119E-3,
,,,14.9199996E-6,252.00000405E-3,,,,,14.9199996E-6,284.00000930E-3,
,,,14.9599991E-6,248.00001085E-3,,,,,14.9599991E-6,272.00001478E-3,
,,,14.9999996E-6,256.00001216E-3,,,,,14.9999996E-6,280.00000119E-3,
,,,15.0399992E-6,252.00000405E-3,,,,,15.0399992E-6,284.00000930E-3,
,,,15.0799997E-6,256.00001216E-3,,,,,15.0799997E-6,284.00000930E-3,
,,,15.1199993E-6,260.00002027E-3,,,,,15.1199993E-6,288.00001740E-3,
,,,15.1599988E-6,256.00001216E-3,,,,,15.1599988E-6,288.00001740E-3,
,,,15.1999993E-6,263.99999857E-3,,,,,15.1999993E-6,288.00001740E-3,
,,,15.2399989E-6,260.00002027E-3,,,,,15.2399989E-6,288.00001740E-3,
,,,15.2799985E-6,263.99999857E-3,,,,,15.2799985E-6,292.00002551E-3,
,,,15.3199999E-6,263.99999857E-3,,,,,15.3199999E-6,296.00000381E-3,
,,,15.3599995E-6,268.00000668E-3,,,,,15.3599995E-6,296.00000381E-3,
,,,15.3999990E-6,268.00000668E-3,,,,,15.3999990E-6,296.00000381E-3,
,,,15.4399986E-6,272.00001478E-3,,,,,15.4399986E-6,296.00000381E-3,
,,,15.4800000E-6,272.00001478E-3,,,,,15.4800000E-6,296.00000381E-3,
,,,15.5199996E-6,280.00000119E-3,,,,,15.5199996E-6,304.00002003E-3,
,,,15.5599992E-6,280.00000119E-3,,,,,15.5599992E-6,304.00002003E-3,
,,,15.5999987E-6,276.00002289E-3,,,,,15.5999987E-6,308.00002813E-3,
,,,15.6400001E-6,280.00000119E-3,,,,,15.6400001E-6,304.00002003E-3,
,,,15.6799997E-6,276.00002289E-3,,,,,15.6799997E-6,304.00002003E-3,
,,,15.7199993E-6,280.00000119E-3,,,,,15.7199993E-6,304.00002003E-3,
,,,15.7599989E-6,276.00002289E-3,,,,,15.7599989E-6,304.00002003E-3,
,,,15.7999984E-6,284.00000930E-3,,,,,15.7999984E-6,304.00002003E-3,
,,,15.8399998E-6,284.00000930E-3,,,,,15.8399998E-6,312.00000644E-3,
,,,15.8799994E-6,288.00001740E-3,,,,,15.8799994E-6,316.00001454E-3,
,,,15.9199990E-6,288.00001740E-3,,,,,15.9199990E-6,304.00002003E-3,
,,,15.9599986E-6,292.00002551E-3,,,,,15.9599986E-6,312.00000644E-3,
,,,16.0000000E-6,284.00000930E-3,,,,,16.0000000E-6,312.00000644E-3,
,,,16.0399995E-6,284.00000930E-3,,,,,16.0399995E-6,316.00001454E-3,
,,,16.0799991E-6,292.00002551E-3,,,,,16.0799991E-6,316.00001454E-3,
,,,16.1199987E-6,300.00001192E-3,,,,,16.1199987E-6,316.00001454E-3,
,,,16.1600001E-6,300.00001192E-3,,,,,16.1600001E-6,312.00000644E-3,
,,,16.1999997E-6,296.00000381E-3,,,,,16.1999997E-6,320.00002265E-3,
